Time,Open,High,Low,Close,Tick_Volume,Spread,Real_Volume
2023-05-24 18:00:00,1969.42,1970.45,1960.44,1962.96,6530,24,0
2023-05-24 19:00:00,1962.97,1963.22,1956.62,1958.98,6902,24,0
2023-05-24 20:00:00,1958.98,1964.28,1958.29,1962.65,5528,24,0
2023-05-24 21:00:00,1962.63,1965.16,1959.47,1959.77,5489,24,0
2023-05-24 22:00:00,1959.77,1961.08,1957.98,1958.91,4198,24,0
2023-05-24 23:00:00,1958.91,1960.01,1956.99,1957.17,1724,24,0
2023-05-25 01:00:00,1956.3,1961.74,1956.3,1961.0,1923,34,0
2023-05-25 02:00:00,1960.99,1960.99,1957.95,1959.71,1460,34,0
2023-05-25 03:00:00,1959.64,1960.0,1957.54,1959.28,2726,34,0
2023-05-25 04:00:00,1959.28,1960.02,1954.95,1956.35,5862,34,0
2023-05-25 05:00:00,1956.35,1958.75,1955.6,1957.46,4259,34,0
2023-05-25 06:00:00,1957.45,1958.75,1956.83,1957.1,3011,34,0
2023-05-25 07:00:00,1957.1,1957.98,1956.23,1957.77,1949,34,0
2023-05-25 08:00:00,1957.76,1958.37,1954.86,1955.79,3713,34,0
2023-05-25 09:00:00,1955.78,1960.5,1954.86,1958.95,4702,24,0
2023-05-25 10:00:00,1958.95,1961.31,1957.46,1959.38,4239,24,0
2023-05-25 11:00:00,1959.4,1964.71,1959.16,1962.04,4569,24,0
2023-05-25 12:00:00,1961.95,1963.89,1960.38,1960.96,3415,24,0
2023-05-25 13:00:00,1960.98,1962.79,1960.8,1961.84,3491,24,0
2023-05-25 14:00:00,1961.84,1962.47,1959.96,1961.86,4511,24,0
2023-05-25 15:00:00,1961.92,1963.03,1939.14,1943.57,9500,24,0
2023-05-25 16:00:00,1943.53,1953.97,1943.32,1946.55,10192,24,0
2023-05-25 17:00:00,1946.65,1951.64,1944.08,1945.19,8781,24,0
2023-05-25 18:00:00,1945.19,1946.92,1943.28,1945.39,6374,24,0
2023-05-25 19:00:00,1945.38,1946.87,1942.88,1943.54,5289,24,0
2023-05-25 20:00:00,1943.52,1944.95,1942.61,1944.42,4763,24,0
2023-05-25 21:00:00,1944.42,1944.42,1941.78,1942.09,4069,24,0
2023-05-25 22:00:00,1942.09,1942.27,1938.8,1940.11,4111,24,0
2023-05-25 23:00:00,1940.09,1940.85,1939.73,1940.66,1409,24,0
2023-05-26 01:00:00,1940.51,1943.08,1940.18,1942.1,1282,34,0
2023-05-26 02:00:00,1942.1,1942.11,1939.27,1940.41,1343,34,0
2023-05-26 03:00:00,1940.39,1941.58,1936.6,1940.8,3379,34,0
2023-05-26 04:00:00,1940.85,1946.78,1940.29,1946.67,4952,34,0
2023-05-26 05:00:00,1946.64,1948.72,1945.82,1945.92,3917,34,0
2023-05-26 06:00:00,1945.89,1948.68,1944.8,1948.33,2989,34,0
2023-05-26 07:00:00,1948.32,1948.83,1947.02,1947.8,2395,34,0
2023-05-26 08:00:00,1947.81,1951.68,1947.33,1948.55,4073,34,0
2023-05-26 09:00:00,1948.57,1952.36,1946.88,1951.69,4863,24,0
2023-05-26 10:00:00,1951.69,1957.17,1950.28,1956.19,4370,24,0
2023-05-26 11:00:00,1956.14,1956.69,1951.35,1952.52,3507,24,0
2023-05-26 12:00:00,1952.54,1954.1,1951.68,1953.52,3098,24,0
2023-05-26 13:00:00,1953.48,1953.87,1951.86,1953.32,2778,24,0
2023-05-26 14:00:00,1953.37,1953.68,1950.95,1951.39,3134,24,0
2023-05-26 15:00:00,1951.39,1953.83,1944.24,1947.3,7402,24,0
2023-05-26 16:00:00,1947.3,1950.37,1946.07,1946.81,7650,24,0
2023-05-26 17:00:00,1946.75,1951.76,1938.78,1942.05,8641,24,0
2023-05-26 18:00:00,1942.09,1943.65,1938.71,1943.43,6957,24,0
2023-05-26 19:00:00,1943.36,1946.48,1942.75,1944.01,5312,24,0
2023-05-26 20:00:00,1944.03,1945.3,1942.97,1944.76,3987,24,0
2023-05-26 21:00:00,1944.76,1946.92,1944.46,1946.05,2823,24,0
2023-05-26 22:00:00,1946.08,1947.33,1944.74,1947.14,2568,24,0
2023-05-29 01:00:00,1942.05,1946.09,1940.91,1943.95,1494,34,0
2023-05-29 02:00:00,1943.85,1944.7,1943.19,1943.55,942,32,0
2023-05-29 03:00:00,1943.57,1943.88,1940.94,1941.48,2048,34,0
2023-05-29 04:00:00,1941.48,1946.08,1940.16,1943.07,4538,34,0
2023-05-29 05:00:00,1943.11,1944.98,1942.5,1944.9,3238,34,0
2023-05-29 06:00:00,1944.92,1945.74,1944.49,1945.45,1787,34,0
2023-05-29 07:00:00,1945.46,1945.98,1945.14,1945.69,1366,34,0
2023-05-29 08:00:00,1945.72,1946.87,1944.94,1946.8,2838,36,0
2023-05-29 09:00:00,1946.79,1948.79,1946.25,1946.49,3525,24,0
2023-05-29 10:00:00,1946.5,1947.13,1943.72,1944.16,3400,24,0
2023-05-29 11:00:00,1944.13,1945.4,1940.67,1945.23,3761,24,0
2023-05-29 12:00:00,1945.23,1946.19,1944.26,1945.82,2760,24,0
2023-05-29 13:00:00,1945.82,1945.87,1944.17,1945.5,2376,24,0
2023-05-29 14:00:00,1945.49,1946.54,1945.01,1946.23,2871,24,0
2023-05-29 15:00:00,1946.27,1949.65,1944.75,1948.78,4310,24,0
2023-05-29 16:00:00,1948.82,1949.52,1945.02,1946.54,5497,24,0
2023-05-29 17:00:00,1946.55,1948.21,1946.11,1946.97,3539,24,0
2023-05-29 18:00:00,1946.97,1947.55,1945.78,1945.94,2293,24,0
2023-05-29 19:00:00,1945.85,1945.85,1943.04,1943.43,1059,24,0
2023-05-29 20:00:00,1943.43,1943.94,1942.72,1943.43,383,24,0
2023-05-29 21:00:00,1943.41,1943.49,1942.87,1942.87,180,24,0
2023-05-30 01:00:00,1944.03,1944.12,1942.55,1942.97,891,34,0
2023-05-30 02:00:00,1942.97,1942.97,1941.26,1941.44,1338,34,0
2023-05-30 03:00:00,1941.43,1943.07,1940.91,1942.58,3129,34,0
2023-05-30 04:00:00,1942.57,1945.05,1942.55,1944.9,5313,34,0
2023-05-30 05:00:00,1944.89,1946.56,1944.56,1945.24,4229,34,0
2023-05-30 06:00:00,1945.23,1945.56,1939.18,1939.37,4260,34,0
2023-05-30 07:00:00,1939.37,1940.8,1937.85,1938.89,2940,34,0
2023-05-30 08:00:00,1938.88,1938.92,1931.91,1933.29,5310,34,0
2023-05-30 09:00:00,1933.27,1937.52,1932.15,1936.82,5640,24,0
2023-05-30 10:00:00,1937.29,1942.27,1934.79,1942.26,5599,24,0
2023-05-30 11:00:00,1942.24,1946.85,1941.66,1944.95,4964,24,0
2023-05-30 12:00:00,1944.93,1952.95,1942.35,1952.87,5729,24,0
2023-05-30 13:00:00,1952.87,1956.26,1952.27,1955.36,4798,24,0
2023-05-30 14:00:00,1955.38,1960.75,1954.21,1960.13,4919,24,0
2023-05-30 15:00:00,1960.1,1962.23,1956.1,1956.38,6543,24,0
2023-05-30 16:00:00,1956.36,1958.13,1952.38,1952.69,7906,24,0
2023-05-30 17:00:00,1952.74,1959.8,1950.87,1958.38,6975,24,0
2023-05-30 18:00:00,1958.38,1962.02,1957.67,1962.02,5196,24,0
2023-05-30 19:00:00,1962.03,1963.44,1959.68,1959.74,3981,24,0
2023-05-30 20:00:00,1959.75,1959.87,1957.72,1958.56,3483,24,0
2023-05-30 21:00:00,1958.56,1959.73,1957.66,1958.41,3109,24,0
2023-05-30 22:00:00,1958.38,1960.74,1957.76,1960.15,2066,24,0
2023-05-30 23:00:00,1960.14,1960.14,1958.84,1959.27,957,24,0
2023-05-31 01:00:00,1958.27,1959.33,1957.95,1958.51,1020,34,0
2023-05-31 02:00:00,1958.5,1959.37,1958.34,1958.47,931,34,0
2023-05-31 03:00:00,1958.49,1959.95,1957.38,1959.51,2639,34,0
2023-05-31 04:00:00,1959.52,1960.41,1954.67,1954.85,5317,34,0
2023-05-31 05:00:00,1954.74,1957.15,1953.57,1956.05,4403,34,0
2023-05-31 06:00:00,1956.11,1958.75,1955.84,1957.97,3424,34,0
2023-05-31 07:00:00,1957.97,1960.03,1957.73,1959.99,1857,34,0
2023-05-31 08:00:00,1959.99,1965.22,1957.94,1964.3,4933,34,0
2023-05-31 09:00:00,1964.37,1964.88,1960.08,1960.37,4975,24,0
2023-05-31 10:00:00,1960.28,1960.28,1955.61,1956.02,4825,24,0
2023-05-31 11:00:00,1956.03,1959.79,1955.19,1955.3,4309,24,0
2023-05-31 12:00:00,1955.3,1960.04,1954.9,1958.63,3556,24,0
2023-05-31 13:00:00,1958.58,1959.16,1954.81,1957.22,3824,24,0
2023-05-31 14:00:00,1957.21,1960.75,1956.94,1960.28,4262,24,0
2023-05-31 15:00:00,1960.28,1963.42,1959.87,1962.65,5424,24,0
2023-05-31 16:00:00,1962.64,1973.61,1961.62,1969.76,7621,24,0
2023-05-31 17:00:00,1969.66,1974.7,1960.44,1969.85,9186,24,0
2023-05-31 18:00:00,1969.83,1973.4,1968.54,1968.6,5795,24,0
2023-05-31 19:00:00,1968.54,1969.2,1963.7,1965.03,4779,24,0
2023-05-31 20:00:00,1965.1,1968.65,1963.03,1966.19,4892,24,0
2023-05-31 21:00:00,1966.17,1967.53,1964.21,1964.5,4029,24,0
2023-05-31 22:00:00,1964.5,1964.94,1962.63,1963.06,4570,24,0
2023-05-31 23:00:00,1962.97,1963.57,1962.32,1962.58,1981,24,0
2023-06-01 01:00:00,1962.19,1966.82,1962.17,1966.32,1273,34,0
2023-06-01 02:00:00,1966.3,1966.92,1965.55,1966.18,1298,34,0
2023-06-01 03:00:00,1966.2,1967.3,1964.83,1965.84,2723,34,0
2023-06-01 04:00:00,1965.83,1967.38,1961.91,1965.49,5225,34,0
2023-06-01 05:00:00,1965.51,1965.59,1963.11,1964.39,4348,34,0
2023-06-01 06:00:00,1964.4,1966.04,1963.75,1964.11,3198,34,0
2023-06-01 07:00:00,1964.09,1964.85,1963.25,1963.9,2282,34,0
2023-06-01 08:00:00,1963.88,1965.73,1962.56,1962.63,3565,34,0
2023-06-01 09:00:00,1962.84,1963.14,1960.4,1961.48,4740,24,0
2023-06-01 10:00:00,1961.5,1961.72,1955.1,1955.49,5061,24,0
2023-06-01 11:00:00,1955.48,1956.71,1953.29,1955.84,3981,24,0
2023-06-01 12:00:00,1955.82,1960.63,1955.26,1960.17,3664,24,0
2023-06-01 13:00:00,1960.1,1966.98,1959.9,1966.56,3950,24,0
2023-06-01 14:00:00,1966.6,1968.37,1966.24,1967.84,4936,24,0
2023-06-01 15:00:00,1967.83,1968.28,1958.67,1968.27,8169,24,0
2023-06-01 16:00:00,1968.29,1974.42,1965.96,1973.04,8219,24,0
2023-06-01 17:00:00,1973.19,1977.38,1969.79,1976.28,8841,24,0
2023-06-01 18:00:00,1976.19,1983.01,1975.48,1982.03,7120,24,0
2023-06-01 19:00:00,1981.98,1982.61,1978.35,1978.35,5438,24,0
2023-06-01 20:00:00,1978.34,1978.34,1976.11,1978.0,3982,24,0
2023-06-01 21:00:00,1978.0,1978.7,1975.6,1976.05,2941,24,0
2023-06-01 22:00:00,1976.06,1978.23,1976.06,1978.08,4393,24,0
2023-06-01 23:00:00,1978.05,1978.27,1977.34,1977.4,1001,24,0
2023-06-02 01:00:00,1976.31,1977.6,1976.14,1977.26,907,34,0
2023-06-02 02:00:00,1977.24,1977.35,1975.83,1976.98,979,32,0
2023-06-02 03:00:00,1976.97,1977.46,1975.41,1975.75,2373,34,0
2023-06-02 04:00:00,1975.74,1978.5,1973.93,1977.25,4742,34,0
2023-06-02 05:00:00,1977.24,1980.65,1976.88,1980.33,4361,34,0
